Data:,1661312
Data:,1661317
Data:,1661330
Data:,1661339
Data:,1661351
Data:,1661359
Data:,1661370
Data:,1661378
Data:,1661392
Data:,1661403
Data:,1661410
Data:,1661415
Data:,1661427
Data:,1661431
Data:,1661443
Data:,1661452
Data:,1661464
Data:,1661469
Data:,1661476
Data:,1661487
Data:,1661499
Data:,1661559
Data:,1661567
Data:,1661626
Data:,1661639
Data:,1661642
Data:,1661654
Data:,1661659
Data:,1661670
Data:,1661675
Data:,1661682
Data:,1661687
Data:,1661698
Data:,1661703
Data:,1661710
Data:,1661715
Data:,1661727
Data:,1661731
Data:,1661739
Data:,1661744
Data:,1661757
Data:,1661762
Data:,1661769
Data:,1661774
Data:,1661787
Data:,1661791
Data:,1661799
Data:,1661802
Data:,1661865
Data:,1661930
Data:,1661937
Data:,1661942
Data:,1661949
Data:,1661958
Data:,1661965
Data:,1661970
Data:,1661977
Data:,1661986
Data:,1661993
Data:,1661998
Data:,1662006
Data:,1662014
Data:,1662022
Data:,1662031
Data:,1662039
Data:,1662049
Data:,1662056
Data:,1662061
Data:,1662069
Data:,1662076
Data:,1662084
Data:,1662089
Data:,1662096
Data:,1662105
Data:,1662112
Data:,1662117
Data:,1662124
Data:,1662133
Data:,1662140
Data:,1662145
Data:,1662152
Data:,1662161
Data:,1662169
Data:,1662173
Data:,1662181
Data:,1662189
Data:,1662197
Data:,1662201
Data:,1662209
Data:,1662218
Data:,1662225
Data:,1662229
Data:,1662238
Data:,1662241
Data:,1662252
Data:,1662257
Data:,1662264
Data:,1662270
Data:,1662281
Data:,1662286
Data:,1662294
Data:,1662299
Data:,1662310
Data:,1662315
Data:,1662323
Data:,1662327
Data:,1662339
Data:,1662343
Data:,1662351
Data:,1662355
Data:,1662367
Data:,1662372
Data:,1662379
Data:,1662383
Data:,1662396
Data:,1662399
Data:,1662406
Data:,1662412
Data:,1662424
Data:,1662429
Data:,1662492
Data:,1662497
Data:,1662508
Data:,1662569
Data:,1662576
Data:,1662581
Data:,1662592
Data:,1662597
Data:,1662605
Data:,1662609
Data:,1662622
Data:,1662628
Data:,1662636
Data:,1662641
Data:,1662652
Data:,1662656
Data:,1662665
Data:,1662668
Data:,1662680
Data:,1662690
Data:,1662697
Data:,1662702
Data:,1662709
Data:,1662718
Data:,1662725
Data:,1662730
Data:,1662737
Data:,1662746
Data:,1662753
Data:,1662758
Data:,1662766
Data:,1662774
Data:,1662782
Data:,1662786
Data:,1662794
Data:,1662802
Data:,1662810
Data:,1662813
Data:,1662822
Data:,1662831
Data:,1662840
Data:,1662843
Data:,1662851
Data:,1662859
Data:,1662867
Data:,1662872
Data:,1662879
Data:,1662888
Data:,1662895
Data:,1662900
Data:,1662963
Data:,1663028
Data:,1663036
Data:,1663040
Data:,1663048
Data:,1663056
Data:,1663064
Data:,1663068
Data:,1663076
Data:,1663084
Data:,1663092
Data:,1663096
Data:,1663105
Data:,1663113
Data:,1663124
Data:,1663129
Data:,1663136
Data:,1663141
Data:,1663152
Data:,1663157
Data:,1663164
Data:,1663169
Data:,1663181
Data:,1663186
Data:,1663193
Data:,1663198
Data:,1663210
Data:,1663213
Data:,1663222
Data:,1663226
Data:,1663238
Data:,1663242
Data:,1663250
Data:,1663253
Data:,1663267
Data:,1663270
Data:,1663277
Data:,1663282
Data:,1663293
Data:,1663297
Data:,1663305
Data:,1663308
Data:,1663321
Data:,1663326
Data:,1663333
Data:,1663337
Data:,1663349
Data:,1663352
Data:,1663362
Data:,1663366
Data:,1663434
Data:,1663437
Data:,1663446
Data:,1663505
Data:,1663520
Data:,1663522
Data:,1663532
Data:,1663591
Data:,1663654
Data:,1663662
Data:,1663671
Data:,1663674
Data:,1663683
Data:,1663691
Data:,1663699
Data:,1663702
Data:,1663711
Data:,1663717
Data:,1663728
Data:,1663730
Data:,1663742
Data:,1663752
Data:,1663763
Data:,1663765
Data:,1663775
Data:,1663780
Data:,1663791
Data:,1663792
Data:,1663803
Data:,1663814
Data:,1663826
Data:,1663826
Data:,1663836
Data:,1663842
Data:,1663852
Data:,1663854
Data:,1663864
Data:,1663870
Data:,1663886
Data:,1663888
Data:,1663898
Data:,1663904
Data:,1663914
Data:,1663916
Data:,1663927
Data:,1663932
Data:,1663943
Data:,1663944
Data:,1663955
Data:,1663960
Data:,1663971
Data:,1663972
Data:,1663984
Data:,1663984
Data:,1663997
Data:,1664000
Data:,1664010
Data:,1664012
Data:,1664026
Data:,1664029
Data:,1664039
Data:,1664041
Data:,1664055
Data:,1664057
Data:,1664067
Data:,1664074
Data:,1664088
Data:,1664090
Data:,1664101
Data:,1664102
Data:,1664117
Data:,1664118
Data:,1664129
Data:,1664130
Data:,1664145
Data:,1664146
Data:,1664155
Data:,1664160
Data:,1664175
Data:,1664178
Data:,1664188
Data:,1664190
Data:,1664204
Data:,1664206
Data:,1664216
Data:,1664218
Data:,1664232
Data:,1664234
Data:,1664244
Data:,1664246
Data:,1664261
Data:,1664263
