Data:,"[21.0, 7.000000000000001, 2.5]"
Data:,"[21.0, 7.000000000000001, 2.5]"
Data:,"[7.5, 6.0, 2.0]"
Data:,"[7.5, 6.0, 2.0]"
Data:,"[2.5, 4.5, 1.5]"
Data:,"[2.5, 4.5, 1.5]"
Data:,"[1.0, 3.5000000000000004, 1.5]"
Data:,"[1.0, 3.5000000000000004, 1.5]"
Data:,"[2.0, 3.5000000000000004, 1.5]"
Data:,"[2.0, 3.5000000000000004, 1.5]"
Data:,"[5.0, 4.5, 1.5]"
Data:,"[5.0, 4.5, 1.5]"
Data:,"[2.0, 3.5000000000000004, 1.5]"
Data:,"[2.0, 3.5000000000000004, 1.5]"
Data:,"[0.5, 2.5, 1.0]"
Data:,"[0.5, 2.5, 1.0]"
Data:,"[2.0, 3.0, 1.0]"
Data:,"[2.0, 3.0, 1.0]"
Data:,"[0.5, 2.0, 1.0]"
Data:,"[0.5, 2.0, 1.0]"
Data:,"[5.5, 3.0, 1.0]"
Data:,"[5.5, 3.0, 1.0]"
Data:,"[7.5, 4.0, 1.5]"
Data:,"[7.5, 4.0, 1.5]"
Data:,"[7.5, 5.0, 1.5]"
Data:,"[7.5, 5.0, 1.5]"
Data:,"[2.5, 4.0, 1.5]"
Data:,"[2.5, 4.0, 1.5]"
Data:,"[1.0, 3.0, 1.0]"
Data:,"[1.0, 3.0, 1.0]"
Data:,"[0.0, 2.5, 1.0]"
Data:,"[0.0, 2.5, 1.0]"
Data:,"[0.0, 1.5, 0.5]"
Data:,"[0.0, 1.5, 0.5]"
Data:,"[0.0, 1.5, 0.0]"
Data:,"[0.0, 1.5, 0.0]"
Data:,"[0.0, 1.0, 0.0]"
Data:,"[0.0, 1.0, 0.0]"
Data:,"[3.5000000000000004, 2.0, 0.5]"
Data:,"[3.5000000000000004, 2.0, 0.5]"
Data:,"[8.0, 4.0, 1.0]"
Data:,"[8.0, 4.0, 1.0]"
Data:,"[12.0, 6.5, 2.0]"
Data:,"[12.0, 6.5, 2.0]"
Data:,"[10.0, 7.000000000000001, 2.5]"
Data:,"[10.0, 7.000000000000001, 2.5]"
Data:,"[8.5, 7.000000000000001, 2.5]"
Data:,"[8.5, 7.000000000000001, 2.5]"
Data:,"[5.5, 6.5, 2.5]"
Data:,"[5.5, 6.5, 2.5]"
Data:,"[2.0, 5.0, 2.5]"
