Data:,"[2.0, 5.0, 2.5]"
Data:,"[0.5, 4.0, 2.0]"
Data:,"[0.5, 4.0, 2.0]"
Data:,"[3.5000000000000004, 4.0, 2.0]"
Data:,"[3.5000000000000004, 4.0, 2.0]"
Data:,"[5.0, 4.0, 2.0]"
Data:,"[5.0, 4.0, 2.0]"
Data:,"[3.5000000000000004, 4.0, 2.0]"
Data:,"[3.5000000000000004, 4.0, 2.0]"
Data:,"[3.0, 4.0, 2.0]"
Data:,"[3.0, 4.0, 2.0]"
Data:,"[15.0, 6.5, 3.0]"
Data:,"[15.0, 6.5, 3.0]"
Data:,"[14.499999999999998, 8.5, 4.0]"
Data:,"[14.499999999999998, 8.5, 4.0]"
Data:,"[13.5, 9.5, 4.5]"
Data:,"[13.5, 9.5, 4.5]"
Data:,"[5.5, 7.5, 4.0]"
Data:,"[5.0, 7.5, 4.0]"
Data:,"[5.5, 7.5, 4.5]"
Data:,"[5.0, 7.5, 4.5]"
Data:,"[8.5, 7.5, 4.5]"
Data:,"[7.5, 7.5, 4.5]"
Data:,"[3.0, 6.0, 4.5]"
Data:,"[2.5, 6.0, 4.5]"
Data:,"[1.0, 5.0, 4.0]"
Data:,"[1.0, 5.0, 4.0]"
Data:,"[0.5, 4.0, 3.5000000000000004]"
Data:,"[0.0, 4.0, 3.5000000000000004]"
Data:,"[0.0, 3.0, 3.5000000000000004]"
Data:,"[0.0, 3.0, 3.5000000000000004]"
Data:,"[1.5, 3.0, 3.5000000000000004]"
Data:,"[1.5, 3.0, 3.5000000000000004]"
Data:,"[0.5, 2.5, 3.0]"
Data:,"[0.5, 2.5, 3.0]"
Data:,"[0.0, 2.0, 3.0]"
Data:,"[0.0, 2.0, 3.0]"
Data:,"[0.0, 1.5, 2.5]"
Data:,"[0.0, 1.5, 2.5]"
Data:,"[6.0, 3.0, 3.0]"
Data:,"[6.0, 3.0, 3.0]"
Data:,"[7.5, 4.5, 3.5000000000000004]"
Data:,"[7.5, 4.5, 3.5000000000000004]"
Data:,"[17.0, 7.000000000000001, 4.5]"
Data:,"[17.0, 7.000000000000001, 4.5]"
Data:,"[8.5, 6.5, 4.5]"
Data:,"[8.5, 6.5, 4.5]"
Data:,"[3.0, 5.0, 4.0]"
Data:,"[3.0, 5.0, 4.0]"
Data:,"[5.5, 5.5, 4.5]"
Data:,"[5.5, 5.5, 4.5]"
Data:,"[2.0, 4.5, 4.0]"
Data:,"[2.0, 4.5, 4.0]"
Data:,"[3.0, 4.0, 4.0]"
Data:,"[3.0, 4.0, 4.0]"
Data:,"[1.0, 3.5000000000000004, 4.0]"
Data:,"[1.0, 3.5000000000000004, 4.0]"
Data:,"[0.0, 2.5, 3.5000000000000004]"
Data:,"[0.0, 2.5, 3.5000000000000004]"
Data:,"[11.0, 4.5, 4.0]"
Data:,"[11.0, 4.5, 4.0]"
Data:,"[5.5, 4.0, 4.0]"
Data:,"[5.5, 4.0, 4.0]"
Data:,"[4.0, 4.0, 4.0]"
Data:,"[4.0, 4.0, 4.0]"
Data:,"[4.0, 4.0, 4.0]"
Data:,"[4.0, 4.0, 4.0]"
Data:,"[9.0, 5.0, 4.5]"
Data:,"[9.0, 5.0, 4.5]"
Data:,"[8.5, 5.5, 4.5]"
Data:,"[8.5, 5.5, 4.5]"
Data:,"[4.5, 5.0, 4.5]"
Data:,"[4.5, 5.0, 4.5]"
Data:,"[1.5, 4.0, 4.0]"
Data:,"[1.5, 4.0, 4.0]"
Data:,"[3.0, 4.0, 4.0]"
Data:,"[3.0, 4.0, 4.0]"
Data:,"[3.5000000000000004, 4.0, 4.0]"
Data:,"[3.5000000000000004, 4.0, 4.0]"
Data:,"[7.000000000000001, 4.5, 4.5]"
Data:,"[7.000000000000001, 4.5, 4.5]"
Data:,"[2.5, 3.5000000000000004, 4.0]"
Data:,"[2.5, 3.5000000000000004, 4.0]"
Data:,"[1.0, 3.0, 4.0]"
Data:,"[1.0, 3.0, 4.0]"
Data:,"[0.0, 2.5, 3.5000000000000004]"
Data:,"[0.0, 2.5, 3.5000000000000004]"
Data:,"[3.5000000000000004, 2.5, 3.5000000000000004]"
Data:,"[3.5000000000000004, 2.5, 3.5000000000000004]"
Data:,"[6.0, 3.5000000000000004, 4.0]"
Data:,"[6.0, 3.5000000000000004, 4.0]"
